,Series,ARIMA.rec,ARIMA.unrec,OLS.rec,OLS.unrec,ARIMAX.rec,ARIMAX.unrec,OLSX.rec,OLSX.unrec,Actual,date,ForecastInterval
3753,Zone x Purpose/ADVis,199.9776218,199.7404989,168.433544,186.152746,205.0995363,198.5483705,170.6421783,188.1546004,238.8632342,9,24Step
3754,Zone x Purpose/ADVis,321.2423807,288.4185208,236.4641072,254.8555507,326.2179534,288.3247378,239.623834,256.1538668,271.7855022,10,24Step
3755,Zone x Purpose/ADVis,223.7313232,216.7220199,239.1096967,240.2447733,223.525667,215.8604245,239.0080575,239.5887055,339.0963871,11,24Step
3756,Zone x Purpose/ADVis,344.5505503,361.7374321,379.7512127,379.6302379,349.4428854,359.690114,379.6173887,378.8606404,445.4103073,12,24Step
3757,Zone x Purpose/ADVis,464.0632536,416.4610242,532.0153639,503.2024099,456.2482204,415.6592489,533.0332153,501.1363455,483.1905623,13,24Step
3758,Zone x Purpose/ADVis,163.023192,192.3206225,462.2238607,244.4509424,154.9111346,193.0798419,452.8106225,240.3413622,198.1607501,14,24Step
3759,Zone x Purpose/ADVis,244.8511416,224.4218668,240.9279884,152.6115788,296.9346055,281.1266169,217.9305162,134.9207496,358.9717295,15,24Step
3760,Zone x Purpose/ADVis,375.2900544,339.6966469,185.6279523,244.396235,320.7317683,282.4295639,208.7573088,259.3132725,315.9333129,16,24Step
3761,Zone x Purpose/ADVis,216.005167,223.4564637,157.3340812,222.1033511,211.3004011,223.2936934,164.5028954,227.3598263,416.696932,17,24Step
3762,Zone x Purpose/ADVis,219.0659085,222.6545257,145.0750677,204.4434367,223.8351356,223.2810132,146.488386,205.8353593,246.9987618,18,24Step
3763,Zone x Purpose/ADVis,361.0076034,305.4176445,168.1147652,228.0149799,361.9102462,305.7675355,172.2952897,229.4998545,230.6854229,19,24Step
3764,Zone x Purpose/ADVis,203.9643983,186.9897738,139.9202476,161.1474623,200.9207223,187.8063572,140.548398,161.63716,218.3805137,20,24Step
3765,Zone x Purpose/ADVis,215.8246283,215.8327088,169.2843787,184.3628548,215.643017,216.572867,167.6832575,185.1152807,394.1733882,21,24Step
3766,Zone x Purpose/ADVis,320.0708492,286.0103201,236.7930821,253.0506749,329.1581649,286.4230091,237.7103261,253.8496175,265.1874715,22,24Step
3767,Zone x Purpose/ADVis,248.7891215,220.5790496,239.0912857,238.4340725,248.6823638,220.6321631,237.6385447,237.5767352,231.830275,23,24Step
3768,Zone x Purpose/ADVis,347.5116318,364.0193703,379.4495977,377.8172728,350.3407875,364.3442788,378.4816108,376.9648862,369.675471,24,24Step
3769,Zone x Purpose/ADBus,140.7050513,106.3656836,83.06974465,46.84727766,140.1893232,105.2012826,84.75295049,47.88854694,99.6484344,1,24Step
3770,Zone x Purpose/ADBus,126.6930802,126.9246003,124.0796431,76.68420663,125.3479762,126.3676142,122.4915457,76.80539276,110.9417908,2,24Step
3771,Zone x Purpose/ADBus,144.1338299,133.5450233,110.3264766,104.522283,146.1540349,132.0968268,97.72968088,94.69062274,98.6602318,3,24Step
3772,Zone x Purpose/ADBus,144.9728073,135.821992,104.0855665,93.07651578,174.6268021,151.3477002,60.49686632,53.81473284,101.2060273,4,24Step
3773,Zone x Purpose/ADBus,104.7922867,121.5174566,141.4014781,103.1844358,106.259082,120.4668534,170.2475082,139.7537298,164.0524159,5,24Step
3774,Zone x Purpose/ADBus,125.6032594,120.6290164,91.43509933,82.22469826,131.2621761,119.3248969,105.3266966,91.74007956,121.6657804,6,24Step
3775,Zone x Purpose/ADBus,125.3941322,120.5242207,95.63522505,85.93860127,126.920672,119.3571834,103.178232,88.32688019,151.1638892,7,24Step
3776,Zone x Purpose/ADBus,135.9336764,123.2462231,143.597073,116.1290864,133.450011,122.144989,145.5020853,116.8712109,185.5889372,8,24Step
3777,Zone x Purpose/ADBus,122.2293438,121.7109829,158.4556839,132.0226063,130.7292793,120.7260526,157.824395,132.3128936,81.8994189,9,24Step
3778,Zone x Purpose/ADBus,119.7251747,124.2750776,130.5735411,109.161437,126.6071965,123.2244352,130.549946,109.1331053,178.0218656,10,24Step
3779,Zone x Purpose/ADBus,162.6466012,130.2791769,129.7305964,104.5605305,167.243102,129.4854409,129.5109284,104.3992145,178.4058233,11,24Step
3780,Zone x Purpose/ADBus,109.9507764,129.1798036,113.2095862,96.37552837,118.7795753,129.0760158,113.4156266,96.44096491,88.187889,12,24Step
3781,Zone x Purpose/ADBus,116.1707809,122.9409755,33.14016969,39.55787058,108.0381104,121.917487,36.02632154,39.66420518,78.7155816,13,24Step
3782,Zone x Purpose/ADBus,125.1336442,127.283674,89.95211999,72.65969988,116.6657136,126.6605295,87.86858515,72.51127155,97.3043541,14,24Step
3783,Zone x Purpose/ADBus,111.1937891,136.2840375,84.93612211,101.3225974,132.8757852,153.609076,71.72606072,91.41523055,110.114962,15,24Step
3784,Zone x Purpose/ADBus,118.0277852,135.3949315,84.1689642,90.08520714,128.2830037,134.4839103,96.88237096,97.76890707,66.7727016,16,24Step
3785,Zone x Purpose/ADBus,97.09682324,122.5003326,125.1407366,100.24577,93.32883158,121.3814644,128.3669073,102.0189826,220.5073312,17,24Step
3786,Zone x Purpose/ADBus,97.08743823,124.8338668,77.7966216,79.2993318,101.4389886,123.9436846,77.96207995,79.79674222,106.5403101,18,24Step
3787,Zone x Purpose/ADBus,103.1550615,122.6512632,84.03529237,83.01659465,102.9143096,121.5453507,85.76873358,83.06878032,137.4406265,19,24Step
3788,Zone x Purpose/ADBus,101.8722277,125.9228514,133.6281285,113.2079286,97.54566261,125.1451815,133.1875447,113.3459515,153.3450464,20,24Step
3789,Zone x Purpose/ADBus,99.58959019,121.819775,149.7994561,129.1016629,98.79373729,120.6340171,148.1033188,129.2367935,161.0433994,21,24Step
3790,Zone x Purpose/ADBus,98.17384565,126.7810255,123.1157284,106.2405478,105.0781895,126.0900576,122.5221904,106.1734291,280.4591685,22,24Step
3791,Zone x Purpose/ADBus,123.6511691,132.3535423,123.0501577,101.639655,125.6385961,132.2242813,122.4866382,101.4697159,263.6986371,23,24Step
3792,Zone x Purpose/ADBus,85.07350974,120.4880536,107.264369,93.45465632,86.17494022,119.1850301,107.236293,93.51928839,165.9703597,24,24Step
3793,Zone x Purpose/ADOth,52.08111657,35.51938978,18.08944118,33.14976507,50.40591639,34.44354886,18.52126283,33.49170793,36.7041574,1,24Step
3794,Zone x Purpose/ADOth,12.8693058,35.51938978,53.9999936,23.58064964,10.34952724,34.44354886,50.44551685,23.51433202,31.0176244,2,24Step
3795,Zone x Purpose/ADOth,20.49485594,35.51938978,16.75050154,31.88964028,19.59087217,34.44354886,24.55247888,42.6783935,20.5106436,3,24Step
3796,Zone x Purpose/ADOth,25.0203502,35.51938978,47.58051555,75.04522214,38.89319163,47.35363988,90.55141935,113.8645047,24.4181174,4,24Step
3797,Zone x Purpose/ADOth,15.77638773,35.51938978,55.31085248,39.27538916,14.51377893,34.44354886,22.34059697,0,74.2748817,5,24Step
3798,Zone x Purpose/ADOth,13.52115098,35.51938978,29.19399293,39.71062594,16.27577528,34.44354886,29.42835592,42.53865475,30.1262867,6,24Step
3799,Zone x Purpose/ADOth,41.21290193,35.51938978,39.75196386,52.50379112,39.06553702,34.44354886,40.82438365,52.2154803,19.0428943,7,24Step
3800,Zone x Purpose/ADOth,20.81466624,35.51938978,38.53308054,32.57314805,15.63988399,34.44354886,38.41597089,32.41435815,47.7715638,8,24Step
3801,Zone x Purpose/ADOth,25.45847061,35.51938978,47.12870287,48.00065952,31.91535496,34.44354886,45.46951203,47.8533524,55.5916907,9,24Step
3802,Zone x Purpose/ADOth,11.67454219,35.51938978,35.85008221,36.29237779,15.44671043,34.44354886,35.60322456,36.43206692,20.5935192,10,24Step
3803,Zone x Purpose/ADOth,29.79455603,35.51938978,44.08826709,38.42666805,30.53578816,34.44354886,43.35470863,38.27157195,30.4725692,11,24Step
3804,Zone x Purpose/ADOth,19.82801364,35.51938978,29.55423741,32.26754816,25.46228631,34.44354886,29.58443774,32.27490308,31.9287662,12,24Step
3805,Zone x Purpose/ADOth,20.06499151,35.51938978,14.3016985,32.49208038,11.00092624,34.44354886,16.25183595,32.30735855,19.9244055,13,24Step
3806,Zone x Purpose/ADOth,25.19581757,35.51938978,48.84082242,24.22120818,15.29304606,34.44354886,45.41722668,24.15322819,67.461965,14,24Step
3807,Zone x Purpose/ADOth,5.471750077,35.51938978,14.16017788,32.43285927,6.34685479,47.35363988,21.58765411,43.22613322,24.2983112,15,24Step
3808,Zone x Purpose/ADOth,21.38146069,35.51938978,47.24782125,75.59573945,31.86906059,34.44354886,44.03801195,64.07790922,117.7068346,16,24Step
3809,Zone x Purpose/ADOth,14.72751668,35.51938978,56.18283953,39.82535926,10.24253931,34.44354886,57.50530043,41.32547618,41.8232681,17,24Step
3810,Zone x Purpose/ADOth,4.888125432,35.51938978,30.64135961,40.26063706,8.457926112,34.44354886,30.27202737,40.44812069,53.0848702,18,24Step
3811,Zone x Purpose/ADOth,24.82186134,35.51938978,41.39871607,53.05379917,24.35948362,34.44354886,42.15314365,52.8996828,26.0379001,19,24Step
3812,Zone x Purpose/ADOth,18.47201334,35.51938978,40.18372036,33.12315633,13.98698309,34.44354886,39.7654977,32.9598327,62.9755432,20,24Step
3813,Zone x Purpose/ADOth,23.18393653,35.51938978,48.71443423,48.55066779,21.78761907,34.44354886,46.91575722,48.4057629,113.4328367,21,24Step
3814,Zone x Purpose/ADOth,20.8458866,35.51938978,37.25854844,36.84238606,26.66939582,34.44354886,36.96364651,36.98413065,42.7295714,22,24Step
3815,Zone x Purpose/ADOth,23.92092957,35.51938978,45.38473978,38.97667631,23.57393864,34.44354886,44.657101,38.82365301,75.5373152,23,24Step
3816,Zone x Purpose/ADOth,27.84268034,35.51938978,30.74832307,32.81755643,29.10794191,34.44354886,30.8105472,32.82698327,38.8627962,24,24Step
3817,Zone x Purpose/AEHol,476.2946275,547.2102817,637.1207225,632.8822044,509.6373913,567.1368695,638.9832433,631.9493508,574.8978409,1,24Step
3818,Zone x Purpose/AEHol,250.6289119,183.9544266,404.994549,164.6047656,264.538419,191.1334593,426.4287525,166.1817392,212.8937804,2,24Step
3819,Zone x Purpose/AEHol,231.5062476,237.029067,308.9822985,346.4495801,267.2039696,231.1350495,284.5608159,327.878797,300.203177,3,24Step
3820,Zone x Purpose/AEHol,614.7803303,611.5793251,375.8131626,450.2548687,634.4520805,673.8079074,320.2986149,408.9786663,571.7707856,4,24Step
3821,Zone x Purpose/AEHol,344.5679864,322.0550547,298.3099841,363.2060172,363.2737595,313.7091895,354.9754311,435.192149,358.2693749,5,24Step
3822,Zone x Purpose/AEHol,313.0303685,299.5990239,327.233967,342.9604181,355.6981873,327.7709912,327.2236246,325.0797449,320.7268065,6,24Step
3823,Zone x Purpose/AEHol,442.6152719,438.613479,351.7728439,398.1727462,462.5969365,444.2560568,356.6603958,403.8563534,410.7653146,7,24Step
3824,Zone x Purpose/AEHol,433.7869462,428.1839293,348.0257026,365.6788476,459.3911213,407.5391681,349.4528165,363.883936,412.4142588,8,24Step
3825,Zone x Purpose/AEHol,444.6442314,450.7491415,396.9993213,393.0348369,429.6253981,413.1481578,395.9151108,393.1228098,276.2020076,9,24Step
3826,Zone x Purpose/AEHol,636.4806163,645.6356161,629.3667677,621.9501593,659.7806968,635.7930551,631.4188399,622.6140838,632.1457815,10,24Step
3827,Zone x Purpose/AEHol,277.9137842,269.9060042,333.0626508,270.6450033,393.3496937,374.9719385,337.2042518,271.3432964,487.8702015,11,24Step
3828,Zone x Purpose/AEHol,165.7536587,136.832214,207.2772975,226.8118307,206.4739907,156.6590531,202.7585139,224.1077169,200.2172617,12,24Step
3829,Zone x Purpose/AEHol,460.4054683,549.8972089,588.2576012,627.781718,545.3204818,552.8898865,589.4447687,630.1937679,534.8414247,13,24Step
3830,Zone x Purpose/AEHol,202.0031542,169.4979095,390.5262345,163.7816726,287.6667693,188.5293131,408.3809309,164.5311827,210.5787478,14,24Step
3831,Zone x Purpose/AEHol,256.8126621,241.6595481,302.9671166,344.5636819,367.4477515,286.8677322,277.2367394,326.2034386,425.494966,15,24Step
3832,Zone x Purpose/AEHol,555.8249327,572.4105202,373.1590716,448.6330459,561.6183053,589.2573228,386.4908654,471.1518965,680.694867,16,24Step
3833,Zone x Purpose/AEHol,340.7488657,308.4029896,297.0947549,361.5185795,388.9252129,320.4008847,299.7721728,354.6021233,614.5221007,17,24Step
3834,Zone x Purpose/AEHol,323.6807115,297.8862804,326.6396466,341.2892838,366.0314389,308.7625982,321.6301943,342.0458783,513.9755908,18,24Step
3835,Zone x Purpose/AEHol,435.8041512,420.122753,351.4046895,396.497561,483.3279297,443.8812675,349.9353271,397.7846787,653.2700572,19,24Step
3836,Zone x Purpose/AEHol,469.8816177,470.7784855,347.6698014,364.0046689,478.4122659,405.0969243,348.4222331,363.252621,414.5836825,20,24Step
3837,Zone x Purpose/AEHol,431.9548145,432.6605724,396.5951996,391.3604081,477.6076856,438.9147381,394.9163124,391.2067584,323.2659404,21,24Step
3838,Zone x Purpose/AEHol,654.813505,670.6676273,628.8110465,620.2757927,661.2403715,631.9750504,630.7616645,621.0014219,617.5969844,22,24Step
3839,Zone x Purpose/AEHol,257.6601342,261.8919527,332.3661282,268.9706213,346.3214722,311.1289144,336.4807859,269.6589892,323.032365,23,24Step
3840,Zone x Purpose/AEHol,178.4729264,143.5962367,206.4340584,225.1374524,221.0336232,140.216223,201.9544553,222.4403286,293.7920731,24,24Step
3841,Zone x Purpose/AEVis,543.8664662,524.1879059,723.3381827,716.1172462,545.9183588,521.3829249,733.323734,726.3607729,576.1896604,1,24Step
3842,Zone x Purpose/AEVis,339.2967437,301.3537499,562.2376921,310.2400874,335.2685069,299.7760422,558.7788095,310.8114616,190.4596198,2,24Step
3843,Zone x Purpose/AEVis,332.6619202,294.5541808,263.8877795,207.0149453,308.5388862,272.6169839,240.5335694,188.1332093,247.1002495,3,24Step
3844,Zone x Purpose/AEVis,405.4794528,402.6462451,307.6896615,403.6717393,450.9322979,444.270854,260.5397681,349.847445,611.339757,4,24Step
3845,Zone x Purpose/AEVis,295.9795392,282.4098701,258.7026961,325.5332289,319.2023257,280.9857282,289.3756276,390.4608864,339.942452,5,24Step
3846,Zone x Purpose/AEVis,343.0909489,329.6247808,220.6090041,279.5776433,360.9739648,327.9076316,237.7524328,285.2264992,376.0344525,6,24Step
3847,Zone x Purpose/AEVis,391.4249541,360.2345863,310.9998144,386.1108994,407.2986786,358.3096548,324.9700101,388.597574,400.3364729,7,24Step
3848,Zone x Purpose/AEVis,274.3312435,257.3149078,242.9808032,267.5744255,302.5968742,255.94083,248.7767406,268.1867874,309.6624299,8,24Step
3849,Zone x Purpose/AEVis,326.5436513,331.1179277,235.0507537,254.7316496,343.7524536,329.2299194,234.3006448,253.2113812,278.2400127,9,24Step
3850,Zone x Purpose/AEVis,420.2859777,385.5047609,365.6575897,385.0902584,442.6897409,383.546034,370.5927852,386.7449504,611.9224004,10,24Step
3851,Zone x Purpose/AEVis,535.0502296,526.1834857,337.4852883,317.0726432,567.4400679,524.1844742,338.7390022,317.4437277,236.3174157,11,24Step
3852,Zone x Purpose/AEVis,409.8067939,396.7185507,386.3231212,397.0454526,429.4605276,394.5277516,384.5713256,395.5215803,411.4095509,12,24Step
3853,Zone x Purpose/AEVis,553.4137244,498.6867752,654.3079679,633.1196616,553.395235,494.9836774,659.4092369,635.0844698,316.383251,13,24Step
3854,Zone x Purpose/AEVis,339.9114338,319.6875321,561.695458,297.8953788,364.9604633,317.4218508,556.0068894,297.1652437,297.8346254,14,24Step
3855,Zone x Purpose/AEVis,352.1246138,293.3259015,271.3067156,203.0941549,449.3375499,362.5253921,247.1811396,184.0252549,343.4739668,15,24Step
3856,Zone x Purpose/AEVis,415.6057828,379.696896,313.8896096,400.7553298,388.8870746,337.5999004,336.1117401,417.9852216,397.1333004,16,24Step
3857,Zone x Purpose/AEVis,338.3639319,312.8532765,262.899561,322.7365714,368.6634683,310.6590496,269.1348965,325.3277963,292.7270877,17,24Step
3858,Zone x Purpose/AEVis,370.320878,345.1664895,223.1795647,276.7952637,401.0053208,342.7016795,221.5501796,274.7924491,366.683189,18,24Step
3859,Zone x Purpose/AEVis,430.5053807,363.0804262,312.3633738,383.3302222,451.776842,360.4585667,318.1320668,384.8842927,359.4180324,19,24Step
3860,Zone x Purpose/AEVis,313.4493127,277.6850526,243.4595223,264.7939513,353.8810315,275.7435625,243.9667913,265.2992744,404.9755423,20,24Step
3861,Zone x Purpose/AEVis,328.3047668,318.672336,234.9106997,251.9511996,354.1735132,316.3655318,231.0688125,250.4253288,382.9947188,21,24Step
3862,Zone x Purpose/AEVis,430.3319609,401.3239511,365.0027039,382.3098112,461.5541703,398.4304608,367.990388,383.9713643,288.9677702,22,24Step
3863,Zone x Purpose/AEVis,655.4797927,639.4016702,336.4523291,314.2921964,665.1843595,634.8436142,336.4948529,314.6716733,287.6255708,23,24Step
3864,Zone x Purpose/AEVis,420.43252,381.3311883,385.038544,394.2650059,458.1083725,378.5409117,382.5240786,392.7497141,542.1511437,24,24Step
3865,Zone x Purpose/AEBus,195.2418911,170.943812,167.1191247,121.0314419,194.0346502,166.7557742,176.4895781,129.9531265,90.9311732,1,24Step
3866,Zone x Purpose/AEBus,245.6193602,170.943812,253.008785,164.6384303,235.9704347,166.7557742,254.4775669,165.3178973,89.8615292,2,24Step
3867,Zone x Purpose/AEBus,189.3288622,170.943812,179.7442025,187.5437212,194.6214767,166.7557742,138.4360569,149.1027203,242.4009796,3,24Step
3868,Zone x Purpose/AEBus,171.2013723,170.943812,126.1191763,135.9560616,226.4818058,217.0122281,-8.130721711,0,214.162993,4,24Step
3869,Zone x Purpose/AEBus,183.5201989,170.943812,214.4719734,171.8405184,202.8442094,166.7557742,361.069828,338.183588,224.1237719,5,24Step
3870,Zone x Purpose/AEBus,199.5071959,170.943812,149.9016798,134.5215228,212.9233934,166.7557742,182.4673308,154.67082,235.5202202,6,24Step
3871,Zone x Purpose/AEBus,170.9463054,170.943812,162.962508,161.2442929,185.4926369,166.7557742,174.1107315,164.0020499,188.5312151,7,24Step
3872,Zone x Purpose/AEBus,201.0564387,170.943812,208.9200711,179.145131,226.2461784,166.7557742,211.4895294,179.5458136,244.2707268,8,24Step
3873,Zone x Purpose/AEBus,175.7869673,170.943812,200.5381265,172.0460309,189.7307374,166.7557742,200.9701263,173.5742129,95.306619,9,24Step
3874,Zone x Purpose/AEBus,168.1370457,170.943812,158.5934369,135.636993,188.8956828,166.7557742,159.1842499,134.6654509,239.4625306,10,24Step
3875,Zone x Purpose/AEBus,228.3049644,170.943812,206.6610293,162.1683192,262.2901201,166.7557742,205.8421178,160.8078302,602.2457325,11,24Step
3876,Zone x Purpose/AEBus,179.5037363,170.943812,114.1131603,108.3695077,198.9239222,166.7557742,114.7322794,109.9364653,123.8917672,12,24Step
3877,Zone x Purpose/AEBus,166.8299362,170.943812,104.6834239,125.0032953,166.9499675,166.7557742,108.0691511,125.131768,136.3653807,13,24Step
3878,Zone x Purpose/AEBus,229.225218,170.943812,218.2500858,162.8612632,251.3816728,166.7557742,217.313805,163.0197182,101.0621923,14,24Step
3879,Zone x Purpose/AEBus,181.1683008,170.943812,155.5268472,185.5618356,267.2438826,217.0122281,112.9421134,147.0951739,179.7321607,15,24Step
3880,Zone x Purpose/AEBus,154.2276394,170.943812,107.4025171,133.9668861,178.2762408,166.7557742,146.8057452,170.143986,153.270464,16,24Step
3881,Zone x Purpose/AEBus,180.4752571,170.943812,199.2321482,169.8510833,208.0395868,166.7557742,203.4638096,171.1842701,335.8993136,17,24Step
3882,Zone x Purpose/AEBus,184.9659054,170.943812,137.2632478,132.5320785,212.2696753,166.7557742,137.6373051,133.6921597,227.1990877,18,24Step
3883,Zone x Purpose/AEBus,163.0418278,170.943812,152.3376725,159.2548483,181.9466397,166.7557742,155.981967,159.8427908,297.130243,19,24Step
3884,Zone x Purpose/AEBus,167.8196873,170.943812,199.9179307,177.1556863,203.0056251,166.7557742,199.3920652,177.3238985,214.7963993,20,24Step
3885,Zone x Purpose/AEBus,166.6878093,170.943812,192.8852827,170.0565862,189.3650896,166.7557742,192.0893398,171.5754509,141.7951791,21,24Step
3886,Zone x Purpose/AEBus,136.1449043,170.943812,151.9580452,133.6475484,166.179028,166.7557742,151.9127948,132.6923928,204.3448327,22,24Step
3887,Zone x Purpose/AEBus,195.1273654,170.943812,200.9437352,160.1788745,203.1371402,166.7557742,199.7739145,158.8377328,191.8498423,23,24Step
3888,Zone x Purpose/AEBus,176.9083759,170.943812,109.160869,106.3800631,212.7118552,166.7557742,109.5594822,107.9667089,330.1566923,24,24Step
