Series,date,ForecastInterval,Actual,OLS.rec,OLS.unrec,OLS.rec.matrix,OLS.unrec.matrix,Level
AEDBus,6,1Step,37.3268531,25.76989691,8.164005157,25.76989689,8.164005157,level7
AEDBus,7,1Step,14.4994179,53.47754149,32.87403204,53.47754154,32.87403204,level7
AEDBus,8,1Step,2.5704914,26.00943212,11.63598828,26.00943209,11.63598828,level7
AEDBus,9,1Step,0,21.99330463,13.84323617,21.99330463,13.84323617,level7
AEDBus,10,1Step,3.3278045,31.58891033,22.81401366,31.58891037,22.81401366,level7
AEDBus,11,1Step,7.3013456,11.21772055,5.566608902,11.21772055,5.566608902,level7
AEDBus,12,1Step,6.801161,8.591108994,3.802231465,8.591108975,3.802231465,level7
AEDBus,13,1Step,32.2088515,48.03923985,25.82128436,48.03923985,25.82128436,level7
AEDBus,14,1Step,9.2514426,44.31696317,9.954049013,44.31696315,9.954049013,level7
AEDBus,15,1Step,11.1537329,33.36916994,26.40094413,33.36916994,26.40094413,level7
AEDBus,16,1Step,20.3116399,27.65474768,13.81150669,27.65474768,13.81150669,level7
AEDBus,17,1Step,90.9809915,19.89234584,12.49035944,19.89234584,12.49035944,level7
AEDBus,18,1Step,0,28.45695074,23.98407701,28.45695074,23.98407701,level7
AEDBus,19,1Step,16.7384657,49.20353747,31.39490969,49.20353746,31.39490969,level7
AEDBus,20,1Step,0,32.24543891,14.47319922,32.24543892,14.47319922,level7
AEDBus,21,1Step,7.5244105,26.9664432,28.77168208,26.96644319,28.77168208,level7
AEDBus,22,1Step,15.5212746,25.917447,10.23401365,25.917447,10.23401365,level7
AEDBus,23,1Step,0,36.79205828,16.52000512,36.7920583,16.52000512,level7
AEDBus,24,1Step,0,14.5255787,5.187309191,14.5255787,5.187309191,level7
AEDOth,1,1Step,0,2.000040082,6.443021101,2.000040047,6.443021101,level7
AEDOth,2,1Step,0,12.79192556,2.958920155,12.79192556,2.958920155,level7
AEDOth,3,1Step,5.5719904,4.031578862,5.667085626,4.031578859,5.667085626,level7
AEDOth,4,1Step,6.149979,12.03806209,9.359279115,12.03806208,9.359279115,level7
AEDOth,5,1Step,6.863982,-0.68617203,5.360242034,-0.686172029,5.360242034,level7
AEDOth,6,1Step,2.2325707,10.5630764,3.69922862,10.56307639,3.69922862,level7
AEDOth,7,1Step,0,9.662570307,1.720463935,9.662570337,1.720463935,level7
AEDOth,8,1Step,0,6.321740733,3.82510272,6.321740734,3.82510272,level7
AEDOth,9,1Step,14.8909185,5.91126857,3.075279576,5.91126856,3.075279576,level7
AEDOth,10,1Step,0,8.040461803,6.181803673,8.040461831,6.181803673,level7
AEDOth,11,1Step,0,9.789279095,3.655525752,9.789279098,3.655525752,level7
AEDOth,12,1Step,9.3432909,4.326160339,4.029308672,4.326160335,4.029308672,level7
AEDOth,13,1Step,26.9574257,15.08910872,8.072939043,15.08910873,8.072939043,level7
AEDOth,14,1Step,0,14.64815657,2.67898562,14.64815656,2.67898562,level7
AEDOth,15,1Step,21.6745298,4.074564722,4.788042552,4.074564706,4.788042552,level7
AEDOth,16,1Step,7.4771888,18.17322274,8.895913437,18.17322273,8.895913437,level7
AEDOth,17,1Step,5.1703751,5.480632348,3.366576768,5.480632358,3.366576768,level7
AEDOth,18,1Step,1.6255113,10.53459118,3.483440764,10.5345912,3.483440764,level7
AEDOth,19,1Step,0,7.058368694,6.904547489,7.058368716,6.904547489,level7
AEDOth,20,1Step,14.6994168,16.40765079,4.260388901,16.40765078,4.260388901,level7
AEDOth,21,1Step,3.5104364,5.066138708,4.556121127,5.066138714,4.556121127,level7
AEDOth,22,1Step,16.7970453,18.37498362,3.467312309,18.3749836,3.467312309,level7
AEDOth,23,1Step,0,3.360573294,0.045134723,3.360573308,0.045134723,level7
AEDOth,24,1Step,0,8.141296171,2.962457645,8.141296181,2.962457645,level7
AFAHol,1,1Step,384.2098433,163.0532337,221.3162085,163.0532336,221.3162085,level7
AFAHol,2,1Step,62.323073,61.11539983,75.62830802,61.11539984,75.62830802,level7
AFAHol,3,1Step,145.3033887,97.74933679,110.4419453,97.7493368,110.4419453,level7
AFAHol,4,1Step,95.5840029,130.5533561,157.0853824,130.5533562,157.0853824,level7
AFAHol,5,1Step,66.1316123,134.145315,112.9922371,134.145315,112.9922371,level7
AFAHol,6,1Step,58.0956352,48.9137391,90.18205021,48.91373906,90.18205021,level7
AFAHol,7,1Step,83.4685798,115.689738,139.8792813,115.689738,139.8792813,level7
AFAHol,8,1Step,65.6286667,94.84042025,51.98846153,94.84042027,51.98846153,level7
AFAHol,9,1Step,103.3883228,105.4991889,88.15843299,105.4991889,88.15843299,level7
AFAHol,10,1Step,117.5765594,161.190951,173.1681064,161.190951,173.1681064,level7
AFAHol,11,1Step,57.6359031,107.9549393,87.75279007,107.9549393,87.75279007,level7
AFAHol,12,1Step,85.8864796,37.43248802,55.66509191,37.43248804,55.66509191,level7
AFAHol,13,1Step,207.9422174,181.8146279,196.0419894,181.8146281,196.0419894,level7
AFAHol,14,1Step,80.6606782,79.81635136,67.9666831,79.81635138,67.9666831,level7
AFAHol,15,1Step,95.8696294,128.7793925,95.58114704,128.7793925,95.58114704,level7
AFAHol,16,1Step,221.9241568,145.8809479,133.3318287,145.880948,133.3318287,level7
AFAHol,17,1Step,133.3021806,162.9903988,109.4857531,162.9903988,109.4857531,level7
AFAHol,18,1Step,47.6085756,83.27896023,90.18540792,83.27896023,90.18540792,level7
AFAHol,19,1Step,188.2008345,166.4850418,127.7061109,166.4850417,127.7061109,level7
AFAHol,20,1Step,87.2910628,130.4546294,88.44066822,130.4546295,88.44066822,level7
AFAHol,21,1Step,127.9427404,122.97828,94.80729952,122.97828,94.80729952,level7
AFAHol,22,1Step,248.0178586,199.7502823,190.9506427,199.7502824,190.9506427,level7
AFAHol,23,1Step,132.8036132,155.1545038,85.72414957,155.1545037,85.72414957,level7
AFAHol,24,1Step,177.013887,58.81078912,50.15664711,58.81078913,50.15664711,level7
AFAVis,1,1Step,399.9276049,297.5344995,305.1232959,297.5344994,305.1232959,level7
AFAVis,2,1Step,156.2648379,234.1008767,194.7486373,234.1008767,194.7486373,level7
AFAVis,3,1Step,146.1236869,172.7067676,154.2092871,172.7067676,154.2092871,level7
AFAVis,4,1Step,190.5567554,259.6638181,257.0555353,259.6638181,257.0555353,level7
AFAVis,5,1Step,217.9433981,193.5374921,146.8407822,193.5374921,146.8407822,level7
AFAVis,6,1Step,157.7540035,140.9907762,129.6732999,140.9907763,129.6732999,level7
AFAVis,7,1Step,363.2247775,243.5834657,219.1789635,243.5834658,219.1789635,level7
AFAVis,8,1Step,159.4823491,210.5204333,184.0880145,210.5204332,184.0880145,level7
AFAVis,9,1Step,225.3126369,207.39712,168.3921251,207.39712,168.3921251,level7
AFAVis,10,1Step,202.9509266,228.44953,235.12374,228.44953,235.12374,level7
AFAVis,11,1Step,99.6454677,200.0732589,160.1397151,200.0732588,160.1397151,level7
AFAVis,12,1Step,269.4848734,233.3635667,223.0572576,233.3635667,223.0572576,level7
AFAVis,13,1Step,296.4775842,320.6028219,303.4226119,320.6028221,303.4226119,level7
AFAVis,14,1Step,185.0096441,197.0629419,167.4261644,197.062942,167.4261644,level7
AFAVis,15,1Step,206.2925275,213.4927396,183.5161071,213.4927396,183.5161071,level7
AFAVis,16,1Step,171.2879084,239.0977361,216.9609305,239.097736,216.9609305,level7
AFAVis,17,1Step,158.6402761,181.615329,161.7445622,181.6153291,161.7445622,level7
AFAVis,18,1Step,106.5553482,163.5077204,158.3971401,163.5077204,158.3971401,level7
AFAVis,19,1Step,206.6922662,236.4584376,237.9468616,236.4584376,237.9468616,level7
AFAVis,20,1Step,165.0875562,181.0046382,163.4891733,181.0046382,163.4891733,level7
AFAVis,21,1Step,171.2193821,194.3847629,170.9253852,194.384763,170.9253852,level7
AFAVis,22,1Step,271.4072545,221.8762499,203.9940612,221.8762499,203.9940612,level7
AFAVis,23,1Step,179.6423162,150.3902228,155.516103,150.3902228,155.516103,level7
AFAVis,24,1Step,235.1518685,216.4878357,206.6056283,216.4878357,206.6056283,level7
AFABus,1,1Step,49.8094352,68.09549539,43.71449357,68.09549527,43.71449357,level7
AFABus,2,1Step,92.7235712,119.7886708,104.9088757,119.7886708,104.9088757,level7
AFABus,3,1Step,139.0763038,131.189712,129.9229816,131.189712,129.9229816,level7
AFABus,4,1Step,76.6948811,102.5312522,108.6153821,102.5312522,108.6153821,level7
AFABus,5,1Step,104.3452319,167.9477021,128.1071566,167.9477021,128.1071566,level7
AFABus,6,1Step,141.3604486,124.5457259,125.5001233,124.5457258,125.5001233,level7
AFABus,7,1Step,211.5351134,186.177286,145.9515242,186.177286,145.9515242,level7
AFABus,8,1Step,201.4923025,160.6969528,122.2082351,160.6969528,122.2082351,level7
AFABus,9,1Step,195.2302827,189.5404853,150.0658451,189.5404853,150.0658451,level7
AFABus,10,1Step,228.1043311,172.2469441,164.6842667,172.2469441,164.6842667,level7
AFABus,11,1Step,100.6182039,147.7477064,144.8631136,147.7477064,144.8631136,level7
AFABus,12,1Step,149.471361,173.7095509,156.8714669,173.7095509,156.8714669,level7
AFABus,13,1Step,62.0936306,104.2526803,62.61170967,104.2526804,62.61170967,level7
AFABus,14,1Step,184.5610021,134.9863636,88.12186143,134.9863635,88.12186143,level7
AFABus,15,1Step,140.580888,169.2289582,155.6081238,169.2289582,155.6081238,level7
AFABus,16,1Step,132.6237008,152.3221936,124.100339,152.3221936,124.100339,level7
AFABus,17,1Step,218.3113184,177.8747285,146.3169671,177.8747286,146.3169671,level7
AFABus,18,1Step,146.9045736,128.2001112,136.9773769,128.2001112,136.9773769,level7
AFABus,19,1Step,123.4519661,181.2933452,152.782321,181.2933452,152.782321,level7
AFABus,20,1Step,187.8087078,162.1589245,123.3416706,162.1589245,123.3416706,level7
AFABus,21,1Step,112.7809709,130.2887432,119.5227054,130.2887432,119.5227054,level7
AFABus,22,1Step,87.9952795,150.7415212,137.1159438,150.7415213,137.1159438,level7
AFABus,23,1Step,233.460542,140.9896577,137.5542461,140.9896578,137.5542461,level7
AFABus,24,1Step,76.5905551,160.3427029,144.4117527,160.3427029,144.4117527,level7
AFAOth,1,1Step,62.6292242,76.50265823,109.7105694,76.50265808,109.7105694,level7
AFAOth,2,1Step,23.0103557,57.00227747,46.321738,57.00227747,46.321738,level7
AFAOth,3,1Step,34.6700421,18.48431377,29.60134586,18.48431375,29.60134586,level7
AFAOth,4,1Step,28.1275342,4.353572689,31.5937941,4.353572704,31.5937941,level7
AFAOth,5,1Step,33.0628608,35.53805869,0,35.53805869,0,level7
AFAOth,6,1Step,56.8585617,17.92334152,51.8172925,17.92334153,51.8172925,level7
AFAOth,7,1Step,35.4856262,6.380681265,0,6.380681305,0,level7
AFAOth,8,1Step,20.6374732,17.80101692,0,17.80101691,0,level7
AFAOth,9,1Step,34.9069801,28.2383819,3.865859169,28.23838189,3.865859169,level7
AFAOth,10,1Step,26.535819,17.55664426,34.70734655,17.55664425,34.70734655,level7
AFAOth,11,1Step,218.1910806,33.82491283,37.26213709,33.82491286,37.26213709,level7
AFAOth,12,1Step,41.1912664,12.04182691,26.20169379,12.04182692,26.20169379,level7
AFAOth,13,1Step,71.6780907,59.56923439,72.94888042,59.56923447,72.94888042,level7
AFAOth,14,1Step,90.429397,54.02539164,36.15141604,54.02539159,36.15141604,level7
AFAOth,15,1Step,20.6866988,58.79848771,48.27605338,58.79848772,48.27605338,level7
AFAOth,16,1Step,6.9963108,69.57109465,46.35211725,69.57109464,46.35211725,level7
AFAOth,17,1Step,19.7644207,45.62432939,29.09626617,45.62432941,29.09626617,level7
AFAOth,18,1Step,28.46942,33.58908844,48.80848717,33.58908848,48.80848717,level7
AFAOth,19,1Step,33.936428,6.440051927,16.81243416,6.440051922,16.81243416,level7
AFAOth,20,1Step,14.5417772,44.83429073,15.27434527,44.83429068,15.27434527,level7
AFAOth,21,1Step,25.3406338,32.59241083,27.21659706,32.59241082,27.21659706,level7
AFAOth,22,1Step,39.6734442,45.10275782,24.13751415,45.1027578,24.13751415,level7
AFAOth,23,1Step,38.1985541,84.82304246,88.08607048,84.82304243,88.08607048,level7
AFAOth,24,1Step,40.2561556,30.43660631,35.65927069,30.43660635,35.65927069,level7
BAAHol,1,1Step,1021.930107,1089.55829,1075.547676,1089.55829,1075.547676,level7
BAAHol,2,1Step,517.8568159,476.3114838,463.1568785,476.3114838,463.1568785,level7
BAAHol,3,1Step,862.5609794,473.3192626,475.4859915,473.3192626,475.4859915,level7
BAAHol,4,1Step,433.0264521,622.0202068,593.3894495,622.0202069,593.3894495,level7
BAAHol,5,1Step,572.2606828,498.4997235,477.6722636,498.4997234,477.6722636,level7
BAAHol,6,1Step,428.2769879,517.2905574,501.4766015,517.2905573,501.4766015,level7
BAAHol,7,1Step,505.3475829,642.7837164,624.103448,642.7837164,624.103448,level7
BAAHol,8,1Step,516.9584743,502.6690589,489.3101177,502.6690588,489.3101177,level7
BAAHol,9,1Step,402.7282411,544.516171,557.798599,544.516171,557.798599,level7
BAAHol,10,1Step,614.1442717,563.782229,554.5371998,563.782229,554.5371998,level7
BAAHol,11,1Step,530.3531814,631.475231,584.1973257,631.4752311,584.1973257,level7
BAAHol,12,1Step,569.062519,503.8460939,538.955731,503.8460939,538.955731,level7
BAAHol,13,1Step,1176.297118,1120.558104,1111.827354,1120.558103,1111.827354,level7
BAAHol,14,1Step,594.717165,504.609055,468.9265973,504.6090549,468.9265973,level7
BAAHol,15,1Step,492.2065104,516.737538,493.3652551,516.7375379,493.3652551,level7
BAAHol,16,1Step,511.3117899,627.7352731,623.7623053,627.7352731,623.7623053,level7
BAAHol,17,1Step,465.459911,489.0767889,496.3482699,489.076789,496.3482699,level7
BAAHol,18,1Step,618.6187637,524.2506284,519.9037747,524.2506284,519.9037747,level7
BAAHol,19,1Step,762.281506,625.789505,598.3855301,625.789505,598.3855301,level7
BAAHol,20,1Step,487.5431723,524.5579665,486.505346,524.5579665,486.505346,level7
BAAHol,21,1Step,487.3084089,512.4934295,506.0126362,512.4934294,506.0126362,level7
BAAHol,22,1Step,650.0470828,662.4439843,626.6348449,662.4439844,626.6348449,level7
BAAHol,23,1Step,656.4119276,679.3124212,659.845847,679.3124212,659.845847,level7
BAAHol,24,1Step,490.6750684,551.06058,523.3568109,551.0605801,523.3568109,level7
BAAVis,1,1Step,1110.862065,1135.6534,1107.341068,1135.6534,1107.341068,level7
BAAVis,2,1Step,727.5835639,588.4119901,525.6281374,588.41199,525.6281374,level7
BAAVis,3,1Step,735.3527806,659.9725606,655.9602019,659.9725606,655.9602019,level7
BAAVis,4,1Step,964.0474096,712.943431,712.2311831,712.9434311,712.2311831,level7
BAAVis,5,1Step,716.9387881,666.6883859,628.7030382,666.6883859,628.7030382,level7
BAAVis,6,1Step,481.8509785,664.4110052,634.398453,664.4110052,634.398453,level7
BAAVis,7,1Step,723.2072768,699.6409305,654.3741788,699.6409305,654.3741788,level7
BAAVis,8,1Step,792.2442868,585.2800181,560.9653398,585.280018,560.9653398,level7
BAAVis,9,1Step,682.4736973,573.2113974,561.8602235,573.2113974,561.8602235,level7
BAAVis,10,1Step,747.38729,693.5491401,668.9438882,693.54914,668.9438882,level7
BAAVis,11,1Step,639.3888899,679.0318864,625.8226195,679.0318866,625.8226195,level7
BAAVis,12,1Step,996.4985422,818.0383758,825.2463216,818.0383757,825.2463216,level7
BAAVis,13,1Step,1552.995282,1249.296609,1214.897208,1249.296609,1214.897208,level7
BAAVis,14,1Step,497.2057991,719.924332,672.6585534,719.9243319,672.6585534,level7
BAAVis,15,1Step,546.3570361,736.6882002,704.3171339,736.6882001,704.3171339,level7
BAAVis,16,1Step,1047.259478,773.4842738,738.5986771,773.4842738,738.5986771,level7
BAAVis,17,1Step,767.6900599,714.1429325,707.4252798,714.1429325,707.4252798,level7
BAAVis,18,1Step,766.8623953,695.6271983,667.4702294,695.6271983,667.4702294,level7
BAAVis,19,1Step,842.8896198,761.4402727,721.2656168,761.4402728,721.2656168,level7
BAAVis,20,1Step,740.6821762,652.1484516,624.7147953,652.1484516,624.7147953,level7
BAAVis,21,1Step,773.1462513,670.2165752,650.4122902,670.2165751,650.4122902,level7
BAAVis,22,1Step,854.4475915,814.3358741,783.4746737,814.335874,783.4746737,level7
BAAVis,23,1Step,684.5537176,718.3334027,703.7953379,718.3334027,703.7953379,level7
BAAVis,24,1Step,891.2317252,975.4026459,938.7027724,975.402646,938.7027724,level7
BAABus,1,1Step,348.0970949,220.5483169,180.0429698,220.548317,180.0429698,level7
BAABus,2,1Step,395.9407886,411.889252,374.842075,411.8892519,374.842075,level7
BAABus,3,1Step,523.7634449,384.8935837,390.110431,384.8935837,390.110431,level7
BAABus,4,1Step,321.075898,388.9444772,391.8661762,388.9444773,391.8661762,level7
BAABus,5,1Step,600.8898472,451.7301949,419.9886069,451.730195,419.9886069,level7
BAABus,6,1Step,399.0029509,417.0173068,408.8533543,417.0173068,408.8533543,level7
BAABus,7,1Step,318.7485485,531.9761857,507.2747694,531.9761856,507.2747694,level7
BAABus,8,1Step,542.5483503,422.6588879,402.9277999,422.6588878,402.9277999,level7
BAABus,9,1Step,505.6556443,431.0296115,417.0166606,431.0296114,417.0166606,level7
BAABus,10,1Step,581.8087718,488.7196214,478.6583899,488.7196213,478.6583899,level7
BAABus,11,1Step,482.6704539,493.4758632,448.0004411,493.4758633,448.0004411,level7
BAABus,12,1Step,207.4251744,336.3940481,358.1803725,336.3940481,358.1803725,level7
BAABus,13,1Step,183.9074974,243.9376213,224.5689764,243.9376214,224.5689764,level7
BAABus,14,1Step,587.3453226,406.1609375,365.5174767,406.1609374,365.5174767,level7
BAABus,15,1Step,331.2014858,456.4181346,443.9412412,456.4181345,443.9412412,level7
BAABus,16,1Step,370.1883775,371.1799642,358.3573556,371.1799642,358.3573556,level7
BAABus,17,1Step,443.9179054,437.5859527,451.4502308,437.5859527,451.4502308,level7
BAABus,18,1Step,408.9291926,348.4340196,345.9367512,348.4340195,345.9367512,level7
BAABus,19,1Step,501.2852213,515.616395,488.7997366,515.6163951,488.7997366,level7
BAABus,20,1Step,428.3606064,505.387606,484.770113,505.387606,484.770113,level7
BAABus,21,1Step,344.2644042,389.3599811,389.093993,389.359981,389.093993,level7
BAABus,22,1Step,560.5812315,510.417268,485.8459484,510.417268,485.8459484,level7
BAABus,23,1Step,557.8282429,436.770764,434.2614633,436.7707639,434.2614633,level7
BAABus,24,1Step,402.2761282,347.3661273,317.3291009,347.3661273,317.3291009,level7
BAAOth,1,1Step,84.6210583,97.55082798,74.17129335,97.55082801,74.17129335,level7
BAAOth,2,1Step,170.3133816,90.71065988,74.54817382,90.71065983,74.54817382,level7
BAAOth,3,1Step,130.94431,112.3339374,116.87436,112.3339375,116.87436,level7
BAAOth,4,1Step,101.8751191,115.5797187,116.915372,115.5797187,116.915372,level7
BAAOth,5,1Step,159.2503387,142.66907,122.8311876,142.66907,122.8311876,level7
BAAOth,6,1Step,155.326189,115.97502,108.1546612,115.97502,108.1546612,level7
BAAOth,7,1Step,124.9513006,158.2879579,123.3048937,158.2879579,123.3048937,level7
BAAOth,8,1Step,129.6678106,173.3857626,162.7849758,173.3857625,162.7849758,level7
BAAOth,9,1Step,219.6909679,125.4933942,126.1514715,125.4933942,126.1514715,level7
BAAOth,10,1Step,191.4926676,146.6624265,139.0746284,146.6624265,139.0746284,level7
BAAOth,11,1Step,159.7820027,184.688736,149.9299557,184.6887361,149.9299557,level7
BAAOth,12,1Step,84.7012372,115.5458964,139.1987284,115.5458964,139.1987284,level7
BAAOth,13,1Step,139.5026462,131.1848586,107.3403269,131.1848588,107.3403269,level7
BAAOth,14,1Step,203.9658062,150.7229554,113.2598695,150.7229553,113.2598695,level7
BAAOth,15,1Step,88.0393448,150.5770763,131.3485631,150.5770763,131.3485631,level7
BAAOth,16,1Step,171.6555115,131.6408647,121.6861812,131.6408647,121.6861812,level7
BAAOth,17,1Step,116.342801,142.0462547,149.2271837,142.0462547,149.2271837,level7
BAAOth,18,1Step,274.1726125,119.2098917,118.7798357,119.2098917,118.7798357,level7
BAAOth,19,1Step,109.7396066,177.479155,160.7111192,177.4791551,160.7111192,level7
BAAOth,20,1Step,217.3249547,191.3848586,167.647844,191.3848585,167.647844,level7
BAAOth,21,1Step,182.9921508,154.4086105,159.3032167,154.4086105,159.3032167,level7
BAAOth,22,1Step,134.9832079,175.6443248,142.7431692,175.6443249,142.7431692,level7
BAAOth,23,1Step,176.6443124,152.0985892,146.9725862,152.0985891,146.9725862,level7
BAAOth,24,1Step,144.1726438,150.8914477,117.1264765,150.8914476,117.1264765,level7
BABHol,1,1Step,1151.007481,965.0970284,973.4112807,965.0970285,973.4112807,level7
BABHol,2,1Step,142.0679317,243.7667159,255.9047786,243.7667159,255.9047786,level7
BABHol,3,1Step,156.8745466,189.7365134,170.1561112,189.7365134,170.1561112,level7
BABHol,4,1Step,186.9910677,210.8244609,184.0132861,210.8244609,184.0132861,level7
BABHol,5,1Step,81.1036392,55.50762606,59.62692307,55.507626,59.62692307,level7
BABHol,6,1Step,119.719089,136.5715323,126.1895382,136.5715322,126.1895382,level7
BABHol,7,1Step,82.0839074,77.17380238,86.19737356,77.17380236,86.19737356,level7
BABHol,8,1Step,124.4236382,72.25437189,55.26842874,72.25437187,55.26842874,level7
BABHol,9,1Step,70.0043416,78.58562269,85.64677846,78.5856227,85.64677846,level7
BABHol,10,1Step,148.61272,103.9656819,95.00855226,103.965682,95.00855226,level7
