,Series,ETS.rec,ETS.unrec,ARIMA.rec,ARIMA.unrec,OLS.rec,OLS.unrec,Actual,date,ForecastInterval,OLS.var.rec,OLS.var.unrec
2895,State x Purpose/BVis,1581.202694,1591.347038,1731.570344,1562.21687,1467.40915352499,1441.90640270265,1747.50687,15,24Step,52.2215310573097,72.7914085251725
2896,State x Purpose/BVis,1788.628951,1786.408486,1858.622104,1751.78258,1654.44975599601,1626.44983706091,2114.324846,16,24Step,52.1027099228962,72.4097628949056
2897,State x Purpose/BVis,1533.622538,1504.340772,1496.1564,1447.053404,1368.17910056498,1343.39269147666,1625.611488,17,24Step,51.3434771615294,72.2022610235442
2898,State x Purpose/BVis,1487.134507,1442.284531,1481.889756,1422.093345,1341.78177820177,1317.77084433719,1372.411449,18,24Step,50.8897974721618,72.9471301152483
2899,State x Purpose/BVis,1550.972715,1527.735437,1454.520311,1450.521305,1406.09203028649,1380.62989619417,1767.133154,19,24Step,50.8904368638824,72.0987479617085
2900,State x Purpose/BVis,1330.42964,1296.575185,1394.913794,1260.839545,1172.14627138863,1147.1229980963,1336.789135,20,24Step,50.9667997500313,72.4105327888721
2901,State x Purpose/BVis,1324.357123,1300.143829,1327.14168,1269.325158,1198.27100443143,1178.91281396702,1512.229871,21,24Step,50.5800698569496,72.16673815165
2902,State x Purpose/BVis,1575.231055,1556.598932,1675.218262,1510.375599,1421.68115050225,1396.99305958107,2150.983209,22,24Step,50.8158358928772,72.1871453003289
2903,State x Purpose/BVis,1472.905152,1469.042596,1455.225487,1422.178032,1333.93648132174,1304.92174390817,1740.502762,23,24Step,57.3300019889555,72.1283834204552
2904,State x Purpose/BVis,2161.083041,2113.738293,2110.9303,2027.802619,1937.57174048337,1914.19571604446,2251.02879,24,24Step,56.2543805784364,72.5847696331836
2905,State x Purpose/BBus,404.2236826,489.006686,549.8272751,509.4915669,525.356032570598,451.773681808449,568.281497,1,24Step,58.0313272775837,44.6978612429427
2906,State x Purpose/BBus,722.2960456,645.8460446,717.3126583,641.7862761,632.968259518601,571.553472981175,995.4347553,2,24Step,45.1101935149345,45.7225798101217
2907,State x Purpose/BBus,875.4734601,776.8071272,766.4737071,662.9405595,736.920032274676,676.707378400333,766.483844,3,24Step,45.0371412607885,49.887204954333
2908,State x Purpose/BBus,610.7139429,576.4373047,644.415862,605.2564306,583.133063483571,534.353063191862,606.9950733,4,24Step,43.7886703571186,45.6156702135779
2909,State x Purpose/BBus,843.490497,753.7988037,675.4292804,662.7578953,726.939714103468,682.45653919657,879.0589003,5,24Step,43.1278601713433,50.1133842576131
2910,State x Purpose/BBus,697.4169402,609.084213,611.5143419,593.0403213,602.762218847486,571.589105079954,636.2002441,6,24Step,41.6506084647692,45.0695659620766
2911,State x Purpose/BBus,943.5022968,844.4173414,755.7889611,748.4862977,806.301024451069,762.662456935421,850.5686896,7,24Step,46.9532322060049,61.3250042124808
2912,State x Purpose/BBus,808.7617232,699.0018026,715.3191008,651.6521716,718.519262994503,664.549794819154,860.8918876,8,24Step,44.4090029410697,49.4088052989476
2913,State x Purpose/BBus,800.950855,691.5196617,690.0612635,647.6489935,671.942892102115,621.07843104347,910.1252067,9,24Step,40.9230249279477,45.1079977025336
2914,State x Purpose/BBus,848.6907583,755.0704911,866.4573392,753.7909055,792.620078936475,725.382157516225,915.261248,10,24Step,49.3823903375105,61.7496461705487
2915,State x Purpose/BBus,851.9894162,773.9584928,701.5988609,666.1940295,774.92136666901,723.935117476182,941.5205603,11,24Step,44.1797964098156,47.71120806686
2916,State x Purpose/BBus,626.0793411,601.8835154,520.184465,528.1883317,573.213253238726,530.49549233294,626.9072499,12,24Step,61.9969483824259,44.6604618611143
2917,State x Purpose/BBus,373.2576404,489.006686,462.5550276,539.2115323,487.912307415733,456.696913173193,494.6738353,13,24Step,45.2745111262789,46.0006837978157
2918,State x Purpose/BBus,713.2737489,645.8460446,630.2292039,634.1027416,603.461669948778,579.453323761698,817.1360358,14,24Step,43.8298702066739,45.8928932347546
2919,State x Purpose/BBus,864.3523667,776.8071272,713.0266134,699.7333137,710.667245408898,690.249302012719,697.8841717,15,24Step,40.2704315361689,46.0009860963805
2920,State x Purpose/BBus,597.1521817,576.4373047,578.6456088,608.9392482,562.744245952198,542.216399156184,506.4736371,16,24Step,40.1438341670195,46.0163089828916
2921,State x Purpose/BBus,835.4436251,753.7988037,647.0270292,705.7787434,714.414679448452,696.691452252704,738.1923675,17,24Step,39.645638028969,45.9367529162123
2922,State x Purpose/BBus,689.1973883,609.084213,563.4587658,605.0779003,592.236267587604,577.889388312241,752.7483517,18,24Step,39.496501840401,46.0306611977084
2923,State x Purpose/BBus,933.983128,844.4173414,716.1583892,800.9095004,799.229400237336,785.377831266659,651.1723403,19,24Step,39.5746496243579,46.0643207119829
2924,State x Purpose/BBus,800.7626821,699.0018026,681.4285597,688.5219175,693.517879036078,679.313057691463,789.9145772,20,24Step,39.5667758084267,46.0481242112857
2925,State x Purpose/BBus,792.4775512,691.5196617,637.8379782,631.884339,641.948197469037,627.939706066349,680.8989292,21,24Step,39.5263240768607,45.9726693923237
2926,State x Purpose/BBus,839.0745064,755.0704911,821.5358896,792.7978254,765.931501721896,748.235731082012,786.251906,22,24Step,40.2367834714402,46.1142226085995
2927,State x Purpose/BBus,841.8739849,773.9584928,628.7469959,692.0023567,751.443965375049,736.498373056906,962.6976457,23,24Step,43.9967053774249,46.0620787272342
2928,State x Purpose/BBus,617.9367863,601.8835154,518.8424663,568.3826442,548.276520428806,534.557981942185,642.3055654,24,24Step,42.2592259834002,45.954054603311
2929,State x Purpose/BOth,204.7018673,302.5626475,182.0747494,222.798582,218.371831810899,228.622337336248,155.8837895,1,24Step,48.364669292612,27.9569877014865
2930,State x Purpose/BOth,344.5421143,302.5626475,200.4769389,203.9925561,199.897980169478,193.056079698284,213.3298485,2,24Step,37.0012059213832,30.6114843752154
2931,State x Purpose/BOth,303.4210851,302.5626475,212.8589167,191.9960615,238.529194101373,225.017900273781,338.6338765,3,24Step,32.4708148329758,26.5114307595175
2932,State x Purpose/BOth,296.8095879,302.5626475,216.0439432,186.6462625,163.34043775566,142.025584395299,146.3550686,4,24Step,34.7129432957956,26.9616247383363
2933,State x Purpose/BOth,317.4778783,302.5626475,175.6808511,183.7004311,235.023450468089,216.399443920947,420.3064566,5,24Step,30.7048683809342,26.214982603957
2934,State x Purpose/BOth,333.1585599,302.5626475,152.0046984,182.2732001,198.007530937454,190.142673447384,310.1377316,6,24Step,31.3764487171264,26.4628576449857
2935,State x Purpose/BOth,305.7279811,302.5626475,143.2746215,181.52681,233.842581399118,219.026312858162,250.298165,7,24Step,31.8370076261045,26.3192208694712
2936,State x Purpose/BOth,329.3010405,302.5626475,211.407227,181.1540588,241.640155457292,229.180737557995,250.8866727,8,24Step,31.6591871903584,26.3119668883674
2937,State x Purpose/BOth,316.0958995,302.5626475,232.9174421,180.9626882,210.91194718914,188.965300969405,348.0340924,9,24Step,36.8983840284132,41.776990861616
2938,State x Purpose/BOth,310.4090179,302.5626475,256.9809311,180.8660591,226.567476141204,186.576331001252,366.3296165,10,24Step,34.9140738839502,33.1606865983898
2939,State x Purpose/BOth,300.8921327,302.5626475,176.2576058,180.8167782,216.048026247893,191.129972085819,358.5722191,11,24Step,32.579499697999,28.5387580431389
2940,State x Purpose/BOth,304.8370555,302.5626475,207.5239939,180.7917954,179.712432612055,164.204548762356,283.2776353,12,24Step,51.2539526710883,27.7158335638506
2941,State x Purpose/BOth,175.2947291,302.5626475,117.8420552,180.7790847,205.208714567416,195.725143898696,271.5479457,13,24Step,35.7422235065303,27.0871962969037
2942,State x Purpose/BOth,337.0019677,302.5626475,192.4830471,180.7726318,204.920104386162,198.16468930186,321.8152472,14,24Step,33.6179509966618,26.9485938423051
2943,State x Purpose/BOth,293.7688135,302.5626475,214.9284124,180.7693515,231.629577490937,223.969187813124,159.9079858,15,24Step,30.9996874425047,26.9087632010071
2944,State x Purpose/BOth,284.7031166,302.5626475,207.6964181,180.7676853,157.529561860631,147.910061158045,340.1727396,16,24Step,31.0925690927369,26.9155326946415
2945,State x Purpose/BOth,310.8794822,302.5626475,190.536314,180.7668386,227.32172423128,219.650310651798,238.1708351,17,24Step,30.7737140406565,26.9153367328097
2946,State x Purpose/BOth,326.3881268,302.5626475,173.6905886,180.7664084,196.644170331689,188.993250061049,336.1950992,18,24Step,30.3495103532141,26.9074060815308
2947,State x Purpose/BOth,297.5884187,302.5626475,157.9809424,180.7661899,225.328070592822,217.407682868051,202.5413516,19,24Step,30.3365345586589,26.921201762086
2948,State x Purpose/BOth,322.6636359,302.5626475,228.9090742,180.7660788,239.651954651612,231.533726241191,281.0017797,20,24Step,30.3942310379989,26.9231319776768
2949,State x Purpose/BOth,308.9816361,302.5626475,263.8145981,180.7660224,225.872101541024,217.170778343962,278.6605045,21,24Step,30.4527060862562,26.9160978088797
2950,State x Purpose/BOth,302.0630744,302.5626475,274.8487032,180.7659937,223.728473438378,211.4190660899,433.1851762,22,24Step,30.6440615024195,26.9048343343415
2951,State x Purpose/BOth,292.0400797,302.5626475,164.5422849,180.7659792,218.320843001501,207.944071431748,319.8602761,23,24Step,34.0090600784312,26.9032020293893
2952,State x Purpose/BOth,297.9930191,302.5626475,218.0522741,180.7659718,186.283281055698,177.343392357684,177.8499461,24,24Step,32.3849560114116,26.9033697798911
2953,State x Purpose/CHol,5133.149606,5191.604235,4934.428551,5112.899732,5168.56787364121,5229.0045276858,4169.425959,1,24Step,106.990082735187,135.652307751285
2954,State x Purpose/CHol,1505.712533,1596.026393,1621.988179,1647.756951,1577.41709283108,1609.03601383648,1359.060488,2,24Step,92.6353191007116,133.773976870097
2955,State x Purpose/CHol,1611.730433,1728.068952,1709.927521,1817.228081,1724.77030154344,1733.80337115123,1689.370302,3,24Step,83.6101353063096,132.945707033325
2956,State x Purpose/CHol,2620.103817,2741.117976,2686.804751,2808.289433,2731.9170167437,2720.81975164463,2786.194211,4,24Step,82.4185124045803,133.300675554306
2957,State x Purpose/CHol,1836.349269,1953.471687,1950.694741,2013.418908,1950.33810146213,1944.37222594963,2326.628364,5,24Step,81.3287504020647,132.762733468529
2958,State x Purpose/CHol,2126.189641,2255.081788,2237.263697,2315.619072,2263.14656713028,2244.28036162637,2005.326068,6,24Step,83.1876629496182,134.227728069118
2959,State x Purpose/CHol,3027.244382,3132.335697,3222.6902,3255.187352,3118.41924162406,3118.99344084383,4173.495754,7,24Step,83.6687003779465,134.402774640831
2960,State x Purpose/CHol,3349.049365,3450.999799,3428.085581,3463.651703,3428.22616786761,3421.64950191928,3027.170921,8,24Step,86.0436299169801,141.577114641011
2961,State x Purpose/CHol,3670.770235,3785.395304,3533.071935,3624.825555,3707.13693206616,3706.32390732759,3402.566841,9,24Step,82.7159693304275,136.469852006276
2962,State x Purpose/CHol,3589.67436,3674.634207,3670.106636,3726.216367,3677.98434065025,3665.55523229324,3228.887209,10,24Step,84.3936879262231,138.35437840399
2963,State x Purpose/CHol,2401.448533,2519.023931,2464.323555,2564.737979,2517.19309536416,2505.7637898427,2159.486311,11,24Step,84.7383809950024,134.467737476581
2964,State x Purpose/CHol,1982.717667,2092.46444,2009.888816,2168.741875,2124.01920729144,2105.64159712102,2125.650192,12,24Step,115.55954962652,132.804788226624
2965,State x Purpose/CHol,5116.694278,5191.604235,4903.864995,5089.650616,5200.7119286125,5196.24252612929,4884.899988,13,24Step,93.6708335078229,136.563514180248
2966,State x Purpose/CHol,1501.060105,1596.026393,1587.612708,1624.430486,1571.10673537466,1574.9862129535,2433.975342,14,24Step,93.2033396949693,136.509249525196
2967,State x Purpose/CHol,1605.953688,1728.068952,1669.205229,1794.248295,1698.81601815417,1702.32315507376,2009.960212,15,24Step,81.7839358368051,136.481765276885
2968,State x Purpose/CHol,2613.042701,2741.117976,2638.573911,2784.950422,2682.69774946226,2687.03739104492,2785.883222,16,24Step,82.1021642223154,136.43399047605
2969,State x Purpose/CHol,1832.203849,1953.471687,1957.004007,1990.371856,1908.13603298477,1912.35043342258,2362.657631,17,24Step,82.4251337332957,136.404628426489
2970,State x Purpose/CHol,2121.923272,2255.081788,2222.188069,2292.785626,2211.13995064901,2213.61709637887,2229.80141,18,24Step,84.2189084575321,136.332977788444
2971,State x Purpose/CHol,3022.220459,3132.335697,3266.737047,3231.680243,3079.86667548991,3084.49020663436,4172.023765,19,24Step,82.4611794099703,136.521934412216
2972,State x Purpose/CHol,3344.889695,3450.999799,3442.267277,3439.84474,3377.23673467433,3384.57620770106,3723.071566,20,24Step,82.0825083248956,136.669646675071
2973,State x Purpose/CHol,3666.453195,3785.395304,3560.746037,3601.458617,3664.69237731285,3671.17391369439,3740.695548,21,24Step,82.4453022508079,136.753494724269
2974,State x Purpose/CHol,3584.905679,3674.634207,3670.22838,3702.525495,3623.92558182894,3629.37304907741,3609.210664,22,24Step,83.8323385090822,136.56270740023
2975,State x Purpose/CHol,2396.489574,2519.023931,2474.90849,2541.301553,2466.83112160238,2471.21016856608,2374.780047,23,24Step,93.7397809054697,136.473202253038
2976,State x Purpose/CHol,1978.802806,2092.46444,2028.191497,2145.713353,2070.60768793854,2073.70439708419,2171.909367,24,24Step,87.5158429327064,136.390245425511
2977,State x Purpose/CVis,3198.672276,3195.524225,3077.236284,3173.414134,3263.52189399156,3262.45206760113,3384.784946,1,24Step,81.905213456146,91.6125921128755
2978,State x Purpose/CVis,1313.26046,1389.507713,1183.354327,1291.756679,1366.42941408188,1370.26456635532,1300.762538,2,24Step,72.0238300770131,87.2019760326226
2979,State x Purpose/CVis,1418.921335,1510.058735,1365.113981,1393.445427,1473.19374579666,1433.12339521727,1768.365571,3,24Step,67.8357507671873,93.4547317477564
2980,State x Purpose/CVis,1987.831041,2073.221541,1902.415625,1974.668545,2090.57409059745,2034.53359452875,2041.03095,4,24Step,64.5200884556569,87.8186053298274
2981,State x Purpose/CVis,1613.786215,1698.692685,1571.470394,1621.313163,1725.40549903604,1681.1875576775,2058.256958,5,24Step,63.8101870269317,87.2295545156721
2982,State x Purpose/CVis,1639.637478,1735.816984,1560.006454,1609.626058,1757.50943361338,1701.09909514502,1621.35456,6,24Step,64.584424902171,87.4108176162457
2983,State x Purpose/CVis,2181.547014,2241.472443,2141.317678,2149.782758,2292.12611000267,2239.66274951398,2035.664584,7,24Step,65.2168395143473,90.1237584212175
2984,State x Purpose/CVis,1794.933929,1875.640847,1725.184667,1722.854232,1916.96619134306,1853.00107504486,2139.772682,8,24Step,65.8297068871556,89.3302187797243
2985,State x Purpose/CVis,1966.418006,2041.688485,1681.800877,1824.100063,2010.19126739379,1992.50493657756,2044.543436,9,24Step,65.7531431254325,93.9404643553305
2986,State x Purpose/CVis,1921.800639,1988.024445,1895.508005,1922.170695,2058.69298129305,2014.98880569113,1853.48308,10,24Step,64.9766217546978,88.8340660530745
2987,State x Purpose/CVis,1530.645251,1603.775722,1478.455116,1543.345969,1651.8406998715,1587.41712984308,1960.407382,11,24Step,64.9720007366211,88.3367801496889
2988,State x Purpose/CVis,2001.487212,2056.395231,1885.573553,2007.811793,2075.15421454288,2034.53623195772,2121.836556,12,24Step,86.4555912156091,87.3412423868408
2989,State x Purpose/CVis,3200.492538,3195.524225,3070.04596,3184.778798,3289.9188736077,3261.4575945032,2626.793166,13,24Step,73.315509921039,89.7148212950006
2990,State x Purpose/CVis,1311.587764,1389.507713,1152.319275,1288.172864,1393.56680386084,1378.74995943764,1728.884293,14,24Step,68.5905235434547,89.588968036689
2991,State x Purpose/CVis,1417.577651,1510.058735,1411.501278,1419.925379,1462.51775300139,1445.3803433453,1381.550145,15,24Step,63.6427508879097,89.562336399426
2992,State x Purpose/CVis,1986.903447,2073.221541,1910.677877,1986.896461,2063.01949582951,2046.44433038005,2129.521729,16,24Step,63.8812555747101,89.602123459736
2993,State x Purpose/CVis,1611.873993,1698.692685,1572.706262,1613.467165,1708.24252527037,1692.73084601054,1822.499789,17,24Step,63.7599897130115,89.5649574863238
2994,State x Purpose/CVis,1637.686971,1735.816984,1601.167112,1627.299324,1728.88833413736,1712.79036016141,1579.522411,18,24Step,64.0572796364578,89.5585362330899
2995,State x Purpose/CVis,2179.592949,2241.472443,2163.323238,2154.91248,2268.93729858258,2252.02741417306,2228.11116,19,24Step,63.6467455579633,89.6018175843637
2996,State x Purpose/CVis,1792.848576,1875.640847,1804.76027,1743.252559,1880.43525697717,1865.41001670881,2250.012488,20,24Step,63.4461012522205,89.5733579194407
2997,State x Purpose/CVis,1964.649168,2041.688485,1683.015341,1798.285617,2011.20312754766,2002.49914764997,1648.126781,21,24Step,63.7768800528618,89.5644888974249
2998,State x Purpose/CVis,1920.497218,1988.024445,1930.778669,1935.978625,2038.62707901321,2026.5981857111,3090.506307,22,24Step,63.7750444533379,89.7044285872934
2999,State x Purpose/CVis,1529.649034,1603.775722,1515.951913,1553.6904,1616.96218364359,1599.40805597527,2097.496957,23,24Step,69.9675108416016,89.5754152969346
3000,State x Purpose/CVis,2000.130071,2056.395231,1910.801047,1995.604922,2060.55408719261,2046.23247965968,2538.951459,24,24Step,66.8251958188491,89.5615221308351
